"","block.address","Vacant_Pr","Occupied_Pr","NumofBuilding","SURA","Units","YearBuilt","AssessedVa","Aggravated.assault","Arson","Burglary","Larceny","Murder","Robbery","Vehicle.theft","Total"
"300 block goodrich av","300 block goodrich av",0.0909090909090909,0.909090909090909,11,0,1,1959.81818181818,83918.1818181818,0,0,11,0,0,0,0,11
"300 block gordon av","300 block gordon av",0.222222222222222,0.777777777777778,9,0,1.22222222222222,1920.33333333333,77488.8888888889,0,0,0,0,0,0,0,0
"300 block grant av","300 block grant av",0.181818181818182,0.818181818181818,11,0,1.63636363636364,1911,53700,0,0,11,11,0,0,0,22
"300 block grant blvd","300 block grant blvd",0,1,11,0,11.7272727272727,1946.54545454545,227000,0,0,0,0,0,0,0,0
"300 block gravs st","300 block gravs st",0,1,4,4,2.5,1907.5,63200,0,0,0,0,0,0,0,0
"300 block green st","300 block green st",0.137931034482759,0.862068965517241,29,29,3,1914.8275862069,71900,58,0,0,0,0,0,87,145
"300 block greenway av","300 block greenway av",0,1,20,0,1.75,1907.45,48450,0,0,0,0,0,0,0,0
"300 block greenwood pl","300 block greenwood pl",0,1,7,0,1.14285714285714,1921.42857142857,75814.2857142857,0,0,0,7,0,0,0,7
"300 block griffiths st","300 block griffiths st",0,1,10,10,2,1904,66160,0,0,0,20,0,0,0,20
"300 block hamilton st","300 block hamilton st",0,1,6,0,3.83333333333333,1919.16666666667,106683.333333333,6,0,0,12,0,0,0,18
"300 block harford rd","300 block harford rd",0,1,23,0,1,1930.82608695652,66143.4782608696,0,0,0,0,0,0,0,0
"300 block hartson st","300 block hartson st",0.0833333333333333,0.916666666666667,12,12,1.75,1918.5,45458.3333333333,0,0,0,12,0,0,0,12
"300 block harvard pl","300 block harvard pl",0,1,5,0,1,1926.2,91820,0,0,0,0,0,0,0,0
"300 block hatch st","300 block hatch st",0,1,11,11,1,1920.45454545455,38918.1818181818,0,0,0,0,0,0,0,0
"300 block hawley av","300 block hawley av",0,1,13,13,5.53846153846154,1920.34615384615,126207.692307692,0,0,0,52,0,0,0,52
"300 block hayden av","300 block hayden av",0,1,3,3,1,1918.33333333333,56733.3333333333,0,0,0,0,0,0,0,0
"300 block hazelhurst av","300 block hazelhurst av",0,1,3,0,1,1957.33333333333,59125,0,0,0,3,0,0,0,3
"300 block helen st","300 block helen st",0,1,18,18,1.33333333333333,1919.72222222222,66611.1111111111,0,0,0,36,0,0,0,36
"300 block herbert st","300 block herbert st",0.166666666666667,0.833333333333333,12,12,1.25,1909.5,50758.3333333333,0,0,12,12,0,0,0,24
"300 block herkimer st","300 block herkimer st",0.1,0.9,10,10,1.7,1905.8,67010,0,0,0,10,0,0,0,10
"300 block herriman st","300 block herriman st",0,1,1,1,1,1920,35000,0,0,0,0,0,0,0,0
"300 block hiawatha blvd e","300 block hiawatha blvd e",0,1,1,1,2,1900,32600,0,0,0,0,0,0,0,0
"300 block hickok av","300 block hickok av",0,1,28,0,1.14285714285714,1928.14285714286,105264.285714286,0,0,0,28,0,0,0,28
"300 block hier av","300 block hier av",0,1,9,9,1,1900.77777777778,48555.5555555556,0,0,0,0,0,0,0,0
"300 block highland av","300 block highland av",0,1,22,21,1.36363636363636,1912.22727272727,182850,0,0,0,22,0,0,22,44
"300 block highland st","300 block highland st",0,1,6,6,2.5,1906.66666666667,77250,6,0,0,0,0,0,0,6
"300 block highridge dr","300 block highridge dr",0,1,12,0,1,1960.75,124950,0,0,0,0,0,0,0,0
"300 block hillsboro pkwy","300 block hillsboro pkwy",0,1,21,0,1,1951,94319.0476190476,0,0,0,0,0,0,0,0
"300 block hillsdale av","300 block hillsdale av",0.0277777777777778,0.972222222222222,36,0,1.22222222222222,1919.91666666667,68813.8888888889,0,0,36,36,0,0,0,72
"300 block hillside st","300 block hillside st",0,1,12,0,1.33333333333333,1932.41666666667,72183.3333333333,0,0,0,0,0,0,0,0
"300 block hillview av","300 block hillview av",0.0967741935483871,0.903225806451613,31,31,1.09677419354839,1922.51612903226,51651.6129032258,0,0,0,0,0,0,0,0
"300 block hixson av","300 block hixson av",0.0833333333333333,0.916666666666667,12,0,1.91666666666667,1919.58333333333,69125,0,0,12,12,0,0,0,24
"300 block hoefler st","300 block hoefler st",0,1,11,11,1.45454545454545,1900,47072.7272727273,0,0,0,0,0,0,0,0
"300 block holland st","300 block holland st",0.1,0.9,10,10,1.5,1931.8,34530,0,0,0,0,0,0,0,0
"300 block holmes st","300 block holmes st",0,1,3,0,1,1976.33333333333,97800,0,0,0,0,0,0,0,0
"300 block hood av","300 block hood av",0,1,3,0,1.33333333333333,1908.33333333333,66666.6666666667,3,0,0,0,0,0,0,3
"300 block hope av","300 block hope av",0,1,6,6,1,1925.83333333333,40933.3333333333,0,0,0,0,0,0,0,0
"300 block hopper rd","300 block hopper rd",0,1,3,0,1,1947,79866.6666666667,0,0,0,0,0,0,0,0
"300 block houston av","300 block houston av",0,1,9,0,1,1937.66666666667,109611.111111111,0,0,0,0,0,0,0,0
"300 block hovey st","300 block hovey st",0,1,1,1,2,1935,29000,0,0,0,0,0,0,0,0
"300 block howard st","300 block howard st",0,1,4,4,1.5,1928.25,69750,0,0,0,0,0,0,0,0
"300 block hubbell av","300 block hubbell av",0,1,8,0,1.5,1924.5,68775,0,0,0,0,0,0,0,0
"300 block hudson st","300 block hudson st",0.0714285714285714,0.928571428571429,14,14,1.64285714285714,1940.21428571429,57428.5714285714,14,0,56,14,0,0,0,84
"300 block hurlburt rd","300 block hurlburt rd",0,1,16,0,1,1939.8125,157450,0,0,0,0,0,0,0,0
"300 block hutchinson av","300 block hutchinson av",0,1,12,12,1.16666666666667,1923.16666666667,57958.3333333333,0,0,0,0,0,0,0,0
"300 block jamesville av","300 block jamesville av",0,1,2,0,71.5,1931,1483500,2,0,2,6,0,0,0,10
"300 block jasper st","300 block jasper st",0,1,9,9,1.55555555555556,1905.22222222222,59977.7777777778,0,0,0,0,0,0,0,0
"300 block john st","300 block john st",0.125,0.875,8,8,1.75,1904.625,43500,0,0,0,8,0,0,8,16
"300 block kellogg st","300 block kellogg st",0.111111111111111,0.888888888888889,18,18,1.94444444444444,1909.27777777778,35844.4444444444,18,0,36,36,0,0,0,90
"300 block kennedy st e","300 block kennedy st e",0.2,0.8,5,5,1.8,1896,39600,0,0,0,0,0,0,0,0
"300 block kennedy st w","300 block kennedy st w",0.0512820512820513,0.948717948717949,39,39,1.61538461538462,1916.74358974359,40130.7692307692,156,0,117,39,0,39,39,390
"300 block kensington pl","300 block kensington pl",0.0714285714285714,0.928571428571429,14,0,1,1954.14285714286,104064.285714286,0,0,0,0,0,0,0,0
"300 block kensington rd","300 block kensington rd",0,1,15,0,1,1916.73333333333,108733.333333333,0,0,0,0,0,0,0,0
"300 block kenwick dr","300 block kenwick dr",0.037037037037037,0.962962962962963,27,0,1.03703703703704,1949.18518518519,76792.5925925926,0,0,0,0,0,0,0,0
"300 block kenwood av","300 block kenwood av",0,1,4,0,1.25,1928.75,70975,0,0,0,4,0,0,0,4
"300 block kimber rd","300 block kimber rd",0,1,12,0,1,1939.16666666667,128983.333333333,0,0,0,24,0,0,0,24
"300 block kinne st","300 block kinne st",0,1,2,0,1,1960,82050,0,0,0,2,0,0,0,2
"300 block kirk av","300 block kirk av",0,1,7,7,1.28571428571429,1917.28571428571,43360,0,0,0,0,0,0,0,0
"300 block kirkpatrick st","300 block kirkpatrick st",0,1,4,4,1.5,1926.75,59600,0,0,0,0,0,0,0,0
"300 block knaul st","300 block knaul st",0,1,2,2,1.5,1890,52250,0,0,0,2,0,0,0,2
"300 block kramer dr","300 block kramer dr",0,1,9,0,1.88888888888889,1960,76200,0,0,27,0,0,0,0,27
"300 block la forte av","300 block la forte av",0.0909090909090909,0.909090909090909,11,0,1.36363636363636,1913.63636363636,51381.8181818182,0,0,0,0,0,0,0,0
"300 block lafayette av w","300 block lafayette av w",0.333333333333333,0.666666666666667,9,9,1.44444444444444,1922.77777777778,33933.3333333333,9,0,9,9,0,0,0,27
"300 block lafayette rd","300 block lafayette rd",0,1,9,0,1,1957.22222222222,100466.666666667,0,0,0,0,0,0,0,0
"300 block landon av","300 block landon av",0.5,0.5,2,2,1.5,1896,35500,0,0,0,0,0,0,0,0
"300 block latter dr","300 block latter dr",0,1,4,0,1,1957,74475,0,0,0,0,0,0,0,0
"300 block leavnworth av","300 block leavnworth av",0,1,2,2,2.5,1885,32500,0,0,0,0,0,0,0,0
"300 block lemoyne av","300 block lemoyne av",0.333333333333333,0.666666666666667,3,3,2,1900,51466.6666666667,3,0,0,0,0,3,0,6
"300 block lennox av","300 block lennox av",0,1,4,0,1,1920,86950,0,0,4,0,0,0,0,4
"300 block lewis st","300 block lewis st",0,1,8,8,1.25,1901.875,61462.5,0,0,8,8,0,0,0,16
"300 block lewiston dr","300 block lewiston dr",0,1,2,0,1,1957,114000,0,0,0,4,0,0,0,4
"300 block lexington av","300 block lexington av",0.0769230769230769,0.923076923076923,26,26,1.38461538461538,1928.61538461538,50365.3846153846,0,0,0,104,0,0,0,104
"300 block liberty st","300 block liberty st",0,1,9,9,2.11111111111111,1911.94444444444,50111.1111111111,0,0,0,0,0,0,0,0
"300 block lillian av","300 block lillian av",0.0540540540540541,0.945945945945946,37,0,1.13513513513514,1930.27027027027,63900,0,0,37,37,0,0,0,74
"300 block lockwood rd","300 block lockwood rd",0,1,5,0,1,1957.8,120760,0,0,0,0,0,0,0,0
"300 block lodi st","300 block lodi st",0,1,5,5,2.2,1910,42240,0,0,0,0,0,0,0,0
"300 block loma av","300 block loma av",0,1,21,0,1,1934.2380952381,71300,0,0,0,21,0,0,0,21
"300 block long meadow dr","300 block long meadow dr",0,1,17,0,1,1964.11764705882,90664.7058823529,0,0,0,0,0,0,0,0
"300 block loomis av","300 block loomis av",0.333333333333333,0.666666666666667,6,6,1.33333333333333,1947.66666666667,53366.6666666667,0,0,0,0,0,0,0,0
"300 block lowell av n","300 block lowell av n",0.2,0.8,5,0,6.8,1913.4,403860,0,0,0,0,0,0,0,0
"300 block lowell av s","300 block lowell av s",0,1,10,0,1.7,1911.5,79790,0,0,10,0,0,0,0,10
"300 block lydell st","300 block lydell st",0,1,12,12,1.5,1921.25,38950,0,0,0,0,0,0,0,0
"300 block lynch av","300 block lynch av",0.166666666666667,0.833333333333333,6,6,1.33333333333333,1945.5,66850,0,0,0,6,0,0,0,6
"300 block malverne dr","300 block malverne dr",0.04,0.96,25,0,1,1927.92,65136,0,0,0,0,0,0,0,0
"300 block maple st","300 block maple st",0,1,11,11,2.09090909090909,1916.63636363636,61300,0,0,0,0,0,0,0,0
"300 block maplewood av","300 block maplewood av",0,1,5,0,1,1939,79280,0,0,0,0,0,0,0,0
"300 block marcellus st","300 block marcellus st",0,1,9,9,1.44444444444444,1936.77777777778,37311.1111111111,0,0,0,9,0,0,0,9
"300 block marguerite av","300 block marguerite av",0.285714285714286,0.714285714285714,14,14,1.21428571428571,1908.57142857143,39600,28,0,0,0,0,0,0,28
"300 block marlborough rd","300 block marlborough rd",0,1,19,0,1.26315789473684,1937.73684210526,63736.8421052632,0,0,0,0,0,0,0,0
"300 block marshall st","300 block marshall st",0,1,1,0,31,1984,993400,0,0,0,1,0,0,0,1
"300 block martin luthr king e","300 block martin luthr king e",0,1,1,1,2,1880,35000,0,0,0,0,0,0,0,0
"300 block martin luthr king w","300 block martin luthr king w",0,1,5,5,1,1988,45000,0,0,0,0,0,0,0,0
"300 block martin st","300 block martin st",0,1,17,0,1,1950.52941176471,63811.7647058823,0,0,0,0,0,0,0,0
"300 block matson av w","300 block matson av w",0.0689655172413793,0.931034482758621,29,29,1,1947.37931034483,54693.1034482759,0,0,0,0,0,0,0,0
"300 block mcbride st n","300 block mcbride st n",0,1,4,4,13.25,1905,378500,0,0,0,0,0,0,4,4
"300 block mclennan av","300 block mclennan av",0,1,1,1,2,1910,38000,0,0,0,0,0,0,0,0
"300 block meadowbrook dr","300 block meadowbrook dr",0,1,3,0,1.33333333333333,1956,94333.3333333333,0,0,0,0,0,0,0,0
"300 block melrose av","300 block melrose av",0,1,11,0,1.09090909090909,1915,71527.2727272727,0,0,11,0,0,0,0,11
"300 block merriman av","300 block merriman av",0.117647058823529,0.882352941176471,17,17,1.70588235294118,1914.47058823529,32747.0588235294,17,0,17,17,17,34,0,102
"300 block merritt av","300 block merritt av",0,1,16,0,1,1949.375,63287.5,0,0,0,16,0,0,0,16
"300 block mertens av","300 block mertens av",0,1,2,2,1,1925,66250,0,0,0,2,0,0,0,2
"300 block midland av","300 block midland av",0.0588235294117647,0.941176470588235,17,17,1.47058823529412,1942.29411764706,33270.5882352941,0,0,17,0,0,17,0,34
"300 block midler av n","300 block midler av n",0,1,16,0,3.625,1936.875,107706.25,0,16,64,96,0,16,16,208
"300 block midler av s","300 block midler av s",0.0540540540540541,0.945945945945946,37,0,1.35135135135135,1923.32432432432,64902.7027027027,0,0,37,0,0,0,0,37
"300 block milburn dr","300 block milburn dr",0,1,7,2,1.85714285714286,1890.28571428571,64842.8571428571,0,0,7,0,0,0,0,7
"300 block mildred av","300 block mildred av",0,1,39,0,1.05128205128205,1924.66666666667,64680.7692307692,0,0,0,0,0,0,0,0
"300 block miles av","300 block miles av",0,1,12,0,1.16666666666667,1943.33333333333,76383.3333333333,0,0,0,0,0,0,0,0
"300 block milton av","300 block milton av",0.272727272727273,0.727272727272727,11,0,1.36363636363636,1916.81818181818,67372.7272727273,0,0,0,0,0,0,0,0
"300 block mitchell av","300 block mitchell av",0,1,11,11,1,1957.72727272727,61909.0909090909,0,0,0,0,0,0,0,0
"300 block montana st","300 block montana st",0,1,1,0,1,1930,94000,0,0,0,0,0,0,0,0
"300 block montgomery st","300 block montgomery st",0,1,1,0,25,1975,1800000,0,0,2,8,0,1,0,11
"300 block monticello dr n","300 block monticello dr n",0,1,8,8,1.125,1953.75,58562.5,0,0,0,0,0,0,0,0
"300 block mosley dr","300 block mosley dr",0,1,9,0,1.11111111111111,1934,72466.6666666667,0,0,0,0,0,0,0,0
"300 block mountainview av","300 block mountainview av",0.1,0.9,10,0,1,1958.9,60510,0,0,0,10,0,0,0,10
"300 block myrtle av","300 block myrtle av",0,1,9,0,1.11111111111111,1941.11111111111,67688.8888888889,0,0,0,0,0,0,0,0
"300 block newell st w","300 block newell st w",0.2,0.8,35,35,1.37142857142857,1915.45714285714,35374.2857142857,35,0,0,70,0,0,0,105
"300 block nichols av","300 block nichols av",0,1,18,0,1.22222222222222,1933,74083.3333333333,0,0,0,18,0,0,0,18
"300 block north av","300 block north av",0,1,10,0,2.2,1945,68770,10,0,0,10,0,0,0,20
"300 block northcliff rd","300 block northcliff rd",0,1,1,0,1,1950,58000,0,0,0,0,0,0,0,0
"300 block norwood av","300 block norwood av",0,1,23,0,1.04347826086957,1948.04347826087,74804.347826087,0,0,0,0,0,0,0,0
"300 block nottingham rd","300 block nottingham rd",0,1,9,0,1,1943.88888888889,82733.3333333333,0,0,0,0,0,9,0,9
"300 block oak st","300 block oak st",0.1,0.9,10,10,4.6,1909,102980,0,0,10,30,0,0,0,40
"300 block oakley dr","300 block oakley dr",0,1,4,0,1,1973.5,99350,0,0,0,0,0,0,0,0
"300 block oakwood av","300 block oakwood av",0,1,8,8,1,2012,53168.75,0,0,8,8,0,0,0,16
"300 block onondaga av","300 block onondaga av",0.1,0.9,20,12,1.25,1923.05,61950,0,0,0,60,0,0,0,60
"300 block onondaga st w","300 block onondaga st w",0,1,1,1,8,1970,120000,1,0,1,4,0,0,0,6
"300 block ontario st","300 block ontario st",0.142857142857143,0.857142857142857,7,7,1.14285714285714,1890.28571428571,26214.2857142857,0,0,0,0,0,0,0,0
"300 block ostrander av w","300 block ostrander av w",0.0454545454545455,0.954545454545455,22,22,1.31818181818182,1914.72727272727,38181.8181818182,0,0,22,22,0,0,0,44
"300 block ostrom av","300 block ostrom av",0,1,3,0,12,1981.66666666667,466666.666666667,0,0,9,24,0,0,3,36
"300 block otisco st","300 block otisco st",0,1,5,5,1.6,1955.6,34480,5,0,0,0,0,0,0,5
"300 block overlook dr","300 block overlook dr",0,1,6,0,1,1954.5,104066.666666667,0,0,6,0,0,0,0,6
"300 block pacific av","300 block pacific av",0.285714285714286,0.714285714285714,7,7,1,1923.28571428571,42557.1428571429,0,0,0,0,0,0,7,7
"300 block palmer av","300 block palmer av",0.133333333333333,0.866666666666667,15,15,1.53333333333333,1916.13333333333,37120,0,0,0,0,0,0,0,0
"300 block park av","300 block park av",0,1,5,5,1,1882.8,79900,0,0,0,0,0,0,0,0
"300 block park st","300 block park st",0.0333333333333333,0.966666666666667,30,30,2.23333333333333,1911.43333333333,66610,0,0,30,0,0,0,30,60
"300 block parkway dr","300 block parkway dr",0,1,4,3,1,1928.75,71625,0,0,0,0,0,0,0,0
"300 block parrish ln","300 block parrish ln",0,1,12,0,1,1968,88266.6666666667,0,0,0,0,0,0,0,0
"300 block pine st","300 block pine st",0,1,5,5,4.2,1988.2,201140,0,0,0,5,0,0,0,5
"300 block pleasant av w","300 block pleasant av w",0.227272727272727,0.772727272727273,22,22,1.27272727272727,1909.22727272727,39513.6363636364,22,0,22,0,0,0,0,44
"300 block pleasantview av","300 block pleasantview av",0,1,20,0,1.1,1948.5,74255,0,0,0,0,0,0,0,0
"300 block plum st","300 block plum st",0,1,1,1,3,1910,44200,0,0,0,0,0,0,0,0
"300 block plymouth dr","300 block plymouth dr",0,1,15,0,1.06666666666667,1930.26666666667,79126.6666666667,0,0,15,0,0,0,0,15
"300 block pond st","300 block pond st",0,1,3,3,17.6666666666667,1957,962916.666666667,3,0,0,0,0,0,3,6
"300 block primrose av","300 block primrose av",0.0869565217391304,0.91304347826087,23,23,1.17391304347826,1906.34782608696,39317.3913043478,0,0,0,0,0,0,0,0
"300 block putnam st","300 block putnam st",0.2,0.8,15,15,1.4,1904.2,30220,30,0,0,0,0,15,0,45
"300 block randolph st","300 block randolph st",0,1,8,8,1.25,1925.625,49762.5,0,0,0,0,0,0,0,0
"300 block raynor av e","300 block raynor av e",0,1,2,2,189.5,1963,3348100,0,0,0,0,0,0,0,0
"300 block rich st","300 block rich st",0.222222222222222,0.777777777777778,9,9,1,1927.77777777778,30222.2222222222,9,9,9,0,0,0,0,27
"300 block richfield av","300 block richfield av",0,1,9,0,1,1958.11111111111,72211.1111111111,0,0,0,0,0,0,0,0
"300 block richmond av","300 block richmond av",0.294117647058824,0.705882352941176,17,17,2.05882352941176,1904.82352941176,40535.2941176471,0,0,68,17,0,0,0,85
"300 block ridgewood dr","300 block ridgewood dr",0,1,14,0,1.07142857142857,1931.28571428571,70728.5714285714,0,0,0,0,0,0,0,0
"300 block rill av","300 block rill av",0,1,3,3,1,1953,56333.3333333333,0,0,3,0,0,0,0,3
"300 block roberts av","300 block roberts av",0,1,5,0,1.4,1924.6,78680,0,0,0,0,0,0,0,0
"300 block robineau rd","300 block robineau rd",0,1,12,0,1,1914.66666666667,122408.333333333,0,0,0,0,0,0,0,0
"300 block robinson st","300 block robinson st",0.166666666666667,0.833333333333333,12,12,1.41666666666667,1909.41666666667,51616.6666666667,12,0,0,12,0,0,0,24
"300 block roe av","300 block roe av",0.111111111111111,0.888888888888889,9,0,1,1958.88888888889,99611.1111111111,0,0,0,0,0,0,0,0
"300 block roosevelt av","300 block roosevelt av",0,1,26,0,1.61538461538462,1921.96153846154,84115.3846153846,0,0,0,0,0,0,0,0
"300 block rosemont dr","300 block rosemont dr",0,1,10,0,1,1950.6,61780,0,0,0,0,0,0,0,0
"300 block rowland st","300 block rowland st",0.166666666666667,0.833333333333333,24,24,1.41666666666667,1908.125,43558.3333333333,0,0,0,24,0,0,0,24
"300 block rugby rd","300 block rugby rd",0,1,21,0,1,1937.47619047619,147661.904761905,0,0,0,0,0,0,0,0
"300 block salt springs rd","300 block salt springs rd",0,1,7,3,1,1923.85714285714,88714.2857142857,0,0,0,7,0,0,0,7
"300 block sand st","300 block sand st",0,1,6,0,1.16666666666667,1908.33333333333,32666.6666666667,0,0,0,6,0,0,0,6
"300 block school st","300 block school st",0,1,5,5,1.6,1900,43600,0,0,0,0,0,0,0,0
"300 block schuyler st","300 block schuyler st",0.0909090909090909,0.909090909090909,11,0,1.27272727272727,1915.45454545455,69181.8181818182,0,0,0,11,0,0,0,11
"300 block scott av","300 block scott av",0,1,36,0,1,1939.80555555556,119102.777777778,0,0,0,0,0,0,0,0
"300 block scottholm blvd","300 block scottholm blvd",0,1,10,0,1,1926.6,142590,0,0,0,0,0,0,0,0
"300 block scottholm terr","300 block scottholm terr",0,1,13,0,1,1934.84615384615,115900,0,0,0,0,0,0,0,0
"300 block second north st","300 block second north st",0,1,11,11,1.54545454545455,1912.72727272727,59781.8181818182,0,0,0,0,0,0,0,0
"300 block sedgwick dr","300 block sedgwick dr",0,1,11,0,1,1931.54545454545,243427.272727273,0,0,0,0,0,0,0,0
"300 block seeley rd","300 block seeley rd",0,1,7,4,1,1954.85714285714,58400,0,0,0,0,0,0,0,0
"300 block seneca dr","300 block seneca dr",0,1,2,2,4,1960,50000,0,0,0,0,0,0,0,0
"300 block seneca st","300 block seneca st",0.166666666666667,0.833333333333333,6,6,1.33333333333333,1906,24333.3333333333,0,0,6,0,0,0,0,6
"300 block seneca tnpk e","300 block seneca tnpk e",0.125,0.875,16,7,1.0625,1918.5,58775,0,0,0,0,0,0,0,0
"300 block seneca tnpk w","300 block seneca tnpk w",0,1,13,0,2.15384615384615,1896.07692307692,74707.6923076923,0,0,0,0,0,0,0,0
"300 block seventh north st","300 block seventh north st",0,1,11,0,1.45454545454545,1903.90909090909,59727.2727272727,0,0,0,0,0,0,0,0
"300 block seward st","300 block seward st",0.166666666666667,0.833333333333333,6,6,1.66666666666667,1895,52766.6666666667,0,0,0,0,0,6,0,6
